DATE,ACWV US Equity,AGG US Equity,AMLP US Equity,ARKG US Equity,ARKK US Equity,ARKQ US Equity,ASHR US Equity,BBAX US Equity,BNDX US Equity,BOTZ US Equity,CALF US Equity,CIBR US Equity,COPX US Equity,COWZ US Equity,DIVO US Equity,DXJ US Equity,EEMV US Equity,EFAV US Equity,EFV US Equity,EMXC US Equity,EUFN US Equity,EWA US Equity,EWC US Equity,EWL US Equity,EWT US Equity,EWU US Equity,EWW US Equity,EWY US Equity,EWZ US Equity,FEZ US Equity,FXD US Equity,GDX US Equity,GLDM US Equity,GUNR US Equity,HDV US Equity,HEFA US Equity,IBB US Equity,ICLN US Equity,IEFA US Equity,IGF US Equity,IGV US Equity,IHI US Equity,IJH US Equity,IJR US Equity,ILF US Equity,INDA US Equity,ITA US Equity,JETS US Equity,KRE US Equity,KWEB US Equity,LIT US Equity,MBB US Equity,MCHI US Equity,OIH US Equity,PAVE US Equity,PCY US Equity,PDBC US Equity,PICK US Equity,RPV US Equity,SCHP US Equity,SLQD US Equity,SLV US Equity,SMH US Equity,SPLV US Equity,SPYD US Equity,TAN US Equity,URA US Equity,VCIT US Equity,VEA US Equity,VGK US Equity,VIG US Equity,VNQ US Equity,VOO US Equity,VPL US Equity,VTV US Equity,VWO US Equity,VXF US Equity,VYMI US Equity,XBI US Equity,XHB US Equity,XLB US Equity,XLC US Equity,XLE US Equity,XLF US Equity,XLI US Equity,XLK US Equity,XLP US Equity,XLU US Equity,XLV US Equity,XLY US Equity,XME US Equity,XOP US Equity
45198.00,109.5793285,110.4000652,75.00752228,30.12032749,42.66715459,55.72694348,27.5974669,56.19755742,56.11896203,25.51401864,45.53137626,46.97811168,41.52561966,56.94234391,49.93326065,105.5051737,61.98095831,78.3022738,63.41448162,57.16120608,24.90451468,28.60618772,38.53368956,50.29774696,59.88720572,40.68197874,67.85853819,65.47974747,42.65793812,50.93392668,54.0257621,28.55763579,36.66,50.67659182,127.1442641,45.51450573,124.3028993,16.16443921,77.90425491,52.11572367,68.87620262,49.66814451,55.27767877,104.147319,35.29173415,48.8777458,114.0577581,17.74102988,49.36733273,30.72132711,60.81019581,103.4220805,47.71279264,382.351234,31.60281277,26.06932493,27.81987401,53.60683729,86.15819811,30.98981332,55.96119925,20.34,155.7597568,67.91738139,48.24836489,53.30670456,30.71593631,94.02563068,53.21844604,71.79198351,176.7479355,97.96691073,442.0451969,79.83975234,164.2883671,47.28105347,156.393511,81.8224591,73.55663748,81.55544376,89.95829924,68.72568067,122.9545127,37.91018891,114.5064732,177.4029999,82.37901134,73.14453069,144.1704072,172.9483293,58.3225173,167.3838534
45201.00,108.6376491,109.6338201,73.92329032,29.1364977,41.98955673,55.37639275,27.39587064,55.27403549,55.90694663,25.49337623,45.16013722,47.12288244,40.06577914,56.22811665,49.70321972,104.9671869,61.85316252,77.34180432,62.40358247,56.88589623,24.4172238,28.02103093,37.64693101,49.78980551,59.9544192,39.91051265,67.21759373,64.93537902,41.82341699,50.03673302,53.70802581,27.58130636,36.28,49.61143101,125.4471216,45.18184157,122.6257402,15.54528149,76.75415324,50.58680315,69.25765964,49.43260486,54.55719569,102.6347373,34.64278599,48.86669248,112.7769359,17.49100949,48.13817242,30.6988782,59.70796279,102.3626657,47.49235932,372.920997,31.14510251,25.74113967,27.6337879,52.51474629,85.20973195,30.8050038,55.87290193,19.42,157.1026985,67.0509409,47.23029274,50.8775904,29.61407026,93.32520284,52.39071174,70.56508789,176.2019256,96.16709569,442.0114272,78.98023347,162.7042046,47.11223563,154.4512766,80.69870583,71.16921991,80.55424072,88.76725365,69.23926285,120.5060325,37.59017526,113.3882901,179.30765,81.81632953,69.74361411,143.9688329,173.0879944,56.74503207,161.8047688
45202.00,107.8337764,108.7744549,72.76796119,28.63917714,40.8387159,54.03792632,27.09878142,54.68747427,55.71890561,24.91538875,44.40674034,46.25425788,39.18759383,55.61756755,49.37253587,102.169656,61.31874376,76.59744048,61.57412675,56.27792033,24.1933334,27.64865842,37.19779356,49.20105521,59.32261254,39.69193059,64.98011488,64.27991497,40.52990925,49.63663314,52.26762125,27.66620457,36.17,49.02245974,124.8299788,44.59211874,121.284013,15.11408235,75.77354024,50.03302092,67.51991099,48.85911701,53.67044728,101.0448705,33.56580819,48.57930637,111.9481686,17.07430885,47.19266449,30.0590844,58.09870257,101.2175126,46.5555177,374.2285974,30.85383234,25.27026516,27.50352762,51.61141176,83.72263068,30.59578084,55.73260588,19.44,153.61105,66.88920535,46.70749894,48.98370477,28.84162807,92.5552544,51.73339333,69.80912189,174.5183953,94.28959079,436.0679624,77.76258175,161.3106181,46.50931478,151.4178994,79.66749694,71.068485,78.47727695,88.52675405,68.30642992,120.4244165,36.99586419,112.5976555,176.266703,81.22970381,70.55040089,142.6921958,168.8765554,55.98961661,161.1936723
45203.00,108.1438416,109.5396431,71.96811794,28.40132818,41.44102512,55.00459652,26.88657483,54.8497146,55.83643125,25.13213406,44.22112082,46.36800634,38.77701369,55.28349351,49.31502564,100.2448591,61.08638778,76.60944635,61.23716037,56.19762163,24.27235354,27.79494762,37.09414646,49.60509953,59.47048218,39.67907282,65.46956338,64.15770981,40.62727005,50.0609815,52.67008723,27.49640815,36.18,48.48361368,124.1485503,44.54675544,122.1581686,15.20253346,75.85828458,50.1895246,68.61180648,48.88983957,53.93425493,101.2436039,33.64865263,48.49087988,111.463824,17.41808688,47.64178076,29.77847308,58.44039481,102.1406463,46.22486771,357.6952088,31.16590752,25.37014763,26.72196594,51.24738143,83.8865631,30.73731402,55.85536493,19.31,156.0068581,67.35130694,46.84507626,49.30278333,28.60307975,93.11408795,51.75773846,70.15612268,175.3487853,95.44199035,439.2760826,77.30894679,161.501194,46.31638011,152.3017251,79.28409876,70.39356104,79.61694425,89.56891895,68.95626859,116.6428749,37.27016161,112.9590885,178.4635437,81.8761893,70.47592826,143.2969186,172.2070301,55.50081837,154.7884758
45204.00,108.4194551,109.6102759,72.37692671,28.70404504,41.45178064,54.61155479,27.02450911,55.31147557,55.93045176,25.2147037,43.88263817,46.22323558,38.83403871,55.19133515,49.21438273,101.942506,61.33036156,77.50988648,61.93701363,56.38116152,24.48307392,28.04762896,37.40508777,49.84752613,60.23671579,39.98765926,63.16216332,64.4132297,40.47427451,50.2185966,51.97106737,27.93151148,36.11,48.58386411,123.4414076,44.77357192,123.7845047,15.04774403,76.59677091,49.57554864,68.52703825,48.77719017,53.84114635,101.111115,33.34488966,48.81142592,111.0332955,17.38683433,48.43364365,29.91316651,56.95238023,102.4912033,46.4893877,355.9111099,31.02027244,25.37014763,26.59170566,51.20693361,83.45331312,30.68808509,55.91966728,19.25,156.0068581,67.01628328,46.84507626,48.02646911,29.30736527,93.15134352,52.23246842,70.56508789,174.8596515,95.97287104,438.9046161,78.44303418,160.9890212,46.50931478,152.1926108,79.98479198,72.68024369,79.16959821,88.48094461,68.86193717,115.9219336,37.44159749,112.2926965,178.701625,80.25997559,70.06632882,144.0808186,171.3475528,55.42305501,154.9808581
45205.00,109.1773922,109.1864793,72.57244395,28.40132818,42.1724006,55.323279,27.33220867,56.21003745,55.81292612,25.52433985,44.11193287,47.4331055,40.07718415,55.67516652,49.51631146,103.1380321,62.06228291,77.99012122,62.67574763,56.98913743,24.94402475,28.48649656,37.73906177,50.25157046,61.2583606,40.47625445,63.75649363,65.11313199,40.82199165,51.00667211,52.54299271,28.53641123,36.3,49.09764756,124.0328361,45.21208377,124.4960267,15.27992817,77.42000157,50.26175706,70.37781121,49.18682435,54.28230368,101.7404372,33.70388226,49.27566503,112.0342743,17.47017446,48.56365099,30.99071397,57.61372005,102.0354791,47.52542432,360.2328401,31.46758019,25.27026516,26.64753149,52.32598982,83.80459689,30.57731999,55.8787476,19.73,159.3803277,67.31664932,46.95513811,49.12780477,29.71630525,92.81604339,52.78023376,71.48216139,176.3270529,96.23183724,444.1389175,79.02798452,162.0610108,47.14841089,154.1675795,80.87057397,72.76083163,79.82996617,89.316967,70.13017072,116.6156696,37.76161115,113.8287865,182.0455844,79.81701331,71.05929716,145.5926257,172.5508211,56.4450877,157.8100085
45208.00,109.636748,110.3166035,74.20767903,28.29321502,42.33373342,55.89690747,27.38526031,56.19755742,56.16550304,25.39016418,44.77797938,47.88809932,40.2254492,56.72346781,49.9188831,102.7076427,61.48139295,78.02613882,62.62390664,56.63352888,24.74647439,28.53969263,38.16516652,50.40164407,61.07016287,40.52768552,63.22043099,64.95759814,41.4339738,50.57019952,52.72304328,29.2262092,36.97,49.88711969,125.3828358,45.06087278,124.0487843,15.27992817,77.21419391,50.62291939,70.84605475,49.02297068,54.69020795,102.6016151,33.85576375,48.73405274,117.0176414,17.02222127,48.54001329,30.92336726,57.37122878,103.1806323,47.48133765,376.3451371,31.61321527,25.47003011,27.18718122,52.17768117,84.1851543,30.87269358,56.08919168,20.06,158.9720735,67.97514409,47.49168965,48.46906194,29.22784916,93.93371049,52.74371607,71.25908945,177.4531982,97.28065032,447.0993933,79.11154885,163.4784194,46.85900888,155.1605195,80.98955962,72.18664259,80.65010058,89.43149061,70.88482208,120.5060325,37.78446926,115.6133616,182.9870875,79.88884503,71.76678711,146.0965614,172.73346,57.06719455,164.3623207
45209.00,110.3028139,110.2106544,74.50984204,29.01757322,43.22644172,56.73610468,27.43831196,56.87147883,56.08323509,25.69980033,45.32391915,48.20866315,40.97817946,57.03450226,50.12016892,104.8595896,61.92286932,78.95059069,63.58296482,57.33327473,25.15474513,28.89876611,38.47610783,51.01348263,61.59442797,41.1448584,65.52783106,65.04647462,42.57448601,51.33402656,53.43265435,29.51274066,36.91,50.43849705,125.9614072,45.62035342,125.0550797,15.86591674,78.34008291,51.46563148,71.1750362,49.81151648,55.20008828,103.7167301,34.76705266,49.28671834,117.857172,17.31391172,49.29641963,32.00091472,59.13480162,103.1455765,48.39613594,377.142995,31.90448544,25.61271935,27.20578984,53.00012007,85.22144141,30.88500081,56.10672868,19.98,160.9381402,68.32172028,47.97321025,51.21725467,29.76174303,93.85919935,53.41320705,72.37444912,178.2835882,97.74678947,449.4069886,79.99494324,164.467032,47.60663074,156.851791,82.17941603,72.62987623,81.57674595,90.38203661,71.29359157,120.6556619,38.05876668,116.3136379,183.2684563,80.70293786,72.74734335,146.7908729,174.6243102,57.80039191,164.8602512
45210.00,110.3946851,110.7168558,74.59871351,28.66079978,42.91453159,56.42804494,27.45953262,56.92139893,56.42405945,25.55530346,45.45494469,48.37411544,40.75007938,57.05754185,50.04828112,104.7041712,62.0855185,79.10666698,63.7773685,57.66594079,25.37863553,28.89876611,38.76401645,51.52142407,61.67508414,41.36344046,65.79586238,66.1685402,42.75529892,51.68562948,53.43265435,30.05396676,37.16,50.33824662,125.2799787,45.7866855,125.6649558,16.02070617,78.59431591,51.95921999,71.57465784,47.50732421,55.36857048,103.849219,34.98797118,49.38619815,118.567544,17.3034942,49.33187618,32.16928151,59.07968996,103.4844484,48.77087259,379.4368364,32.21656061,25.81248429,27.03831233,53.01360267,85.36195491,31.03268761,56.07165467,20.18,162.6785927,68.28706266,48.28963808,51.87599749,29.17105194,94.17587169,53.64448575,72.85777163,178.1925865,99.44301803,451.3093476,80.03075653,164.3598331,47.75133174,157.0481967,82.40416668,71.84414387,82.58860009,90.59963148,71.94343025,119.1049578,38.11591198,117.0139142,184.9674907,80.15222801,73.92649326,146.1413557,175.2474312,57.88926432,164.5886528
45211.00,109.5908124,109.7633135,74.79423075,27.04991363,41.38724751,55.08957851,27.19427438,55.997877,56.13024535,25.31791575,44.41765914,47.84673625,39.75784403,56.45851254,49.8469953,105.5769052,61.65565994,78.32628553,63.22007794,57.19561981,25.07572498,28.2205162,38.24578094,50.78260015,61.39278755,40.96484964,64.5605876,65.57973351,41.90686911,50.99454788,52.29939488,29.43845473,37.06,49.82446317,124.3285503,45.7564433,123.1339702,15.6226762,77.91636124,51.18874037,71.27796905,45.9097509,54.31777362,101.8950076,34.43567487,48.98827892,117.1145103,16.90762859,48.72911488,30.96826507,59.43240453,102.374351,47.8891393,376.4116253,31.68603281,25.49856795,26.9824865,52.01588991,83.89827256,30.81731103,55.98981531,19.96,163.5058448,67.3397544,47.67054016,50.43499756,28.63715808,93.53631774,53.18192835,72.02744833,177.2598197,97.99280735,448.5965161,79.62487262,163.1449115,47.24487822,153.9602623,81.59770845,69.22503599,79.4678289,89.24825283,71.09444746,119.2409845,37.87590174,115.952205,185.1406407,79.27827541,72.78457966,144.8871157,173.3350941,56.03405281,164.6452358
45212.00,109.8090064,110.2341986,75.34523387,27.1580268,40.62360547,54.43096805,27.03511944,55.61099619,56.36529663,25.07020683,44.26479601,47.60889857,39.64379399,56.7465074,50.10579136,104.0346766,61.36521496,77.96610948,62.71462836,56.97766618,24.68062428,28.14072209,38.2112319,50.85186489,61.17770443,40.72055205,63.9079896,65.27977539,42.04595596,50.24284508,51.78042559,30.72254017,38.26,50.2630588,125.2028359,45.39353694,123.6320357,15.47894316,77.15366224,51.34524404,70.49487209,46.46275704,53.99854419,100.7136482,34.44948228,49.14302529,116.9530622,16.56385056,47.7717881,30.62030703,58.35221617,102.771649,47.58053265,382.31799,31.17631003,25.5841815,27.67100512,51.81365083,83.57040771,31.02653399,56.03658066,20.78,159.4125584,67.83651361,47.5604783,49.74537616,28.73939307,93.89645492,52.70719838,71.37062542,177.384947,97.74678947,446.2326381,78.83698033,163.5498853,47.06400197,152.5199537,81.20108964,70.11150327,78.99918067,88.91613434,70.29787102,121.8662993,37.95590515,114.9243801,182.4892813,79.97264871,73.60377855,145.7942,170.7888925,56.03405281,168.1194325
45215.00,110.4406206,109.622048,75.896237,27.52561155,41.44102512,55.24891976,26.9820678,56.33483771,56.14787419,25.28695213,44.67971023,48.38445621,40.37371425,57.24185856,50.46523032,104.8715449,61.66727774,78.29026793,63.28487917,57.55122835,25.04938494,28.57958968,38.69491838,50.95576201,61.48688641,41.1448584,65.10830377,65.64639087,42.79702497,50.80056006,52.89250264,30.77560155,38.06,50.82696746,126.21855,45.54474793,124.3130639,15.71112731,77.72265991,51.70640637,71.30420683,46.94407721,54.86534076,102.5132892,35.04320081,49.47462465,117.6741974,16.82428846,48.98912956,30.83357164,58.50652879,102.1523315,47.71279264,381.7971661,31.59241026,25.45576118,27.6337879,52.67653755,84.56571171,30.94038336,55.97812397,20.68,161.2497027,68.4719033,48.1658185,50.40411899,28.25093699,93.44938808,53.12106553,72.02744833,178.9774757,98.91213733,450.9041114,79.27867752,165.1816918,47.40163765,155.0732281,82.06043038,70.72598627,80.12819687,89.78651381,71.42984807,122.6824594,38.35592222,116.1442162,184.2424251,80.79871349,74.36091691,146.89166,173.5499635,56.56728726,169.8169227
45216.00,110.3142978,108.8333155,76.00288276,27.83913973,42.14013403,55.81192548,26.85474384,56.5220381,55.82467869,25.26630972,45.18197481,48.40513775,40.36230925,57.66809096,50.49398544,105.062829,61.64404214,78.18221511,63.3496804,57.50534338,25.04938494,28.69928084,38.71795107,50.6094383,60.84163706,41.26057831,64.46735931,65.59084307,42.61621206,50.87330549,53.49620161,31.3380522,38.14,51.24050048,126.8871213,45.59011122,124.1504303,15.8106348,77.75897891,51.6341739,71.66548094,47.28202541,55.5348358,103.7056893,34.96035637,49.48567796,118.0293834,16.87637604,50.02918828,30.41826689,58.91435501,101.3577355,47.37112099,388.2575987,31.87327792,25.37014763,27.70822234,52.93270704,85.17460357,30.79269657,55.80275391,20.92,159.3480971,68.55277108,48.60606591,51.13491181,28.83026863,92.64218406,53.13323809,71.95309102,179.216355,98.76970593,450.9153679,79.40999291,165.5866656,47.19664455,156.5571824,82.06043038,70.8166477,80.29861441,90.66834565,71.68139853,123.9611101,38.53878716,116.5056492,183.3874969,81.14590014,74.16232324,146.6900857,173.9582152,57.7559557,171.8199612
45217.00,109.3841023,108.327114,76.39391724,26.58502703,40.25791773,54.40972255,26.48338231,55.51115599,55.71890561,24.47157694,44.57052227,47.90878086,39.33585888,57.20729918,50.29269962,103.6879741,60.91212079,77.29378085,62.33878124,56.6908851,24.65428423,28.23381521,38.0039377,49.81289376,59.63179452,40.51482775,63.18547039,64.95759814,41.87905174,49.90336639,52.20407399,31.25315399,38.68,50.70165442,126.2828357,44.939904,121.538128,15.41260483,76.39096324,50.87573302,70.58771348,47.54828762,54.30447239,101.7293965,34.3114082,48.8777458,117.6526709,16.1367324,48.67002063,29.80092199,56.52250935,100.7033623,46.5555177,387.0386492,30.68739225,25.11330699,27.9687429,51.42265529,83.89827256,30.7311604,55.72091455,20.95,156.1572675,68.2408525,47.78060201,49.6424476,28.86434696,92.05851346,52.23246842,70.62705231,177.6465767,96.67207977,444.8818506,78.24009223,163.8833932,46.42490586,152.8254737,80.87057397,68.99334567,77.67844474,88.32061155,70.44460879,125.0901315,37.87590174,113.6932491,181.5044906,81.44519897,73.51689382,145.4134486,169.8756978,56.25623383,173.1100537
45218.00,108.4539068,107.9150896,76.60720877,25.86066883,39.37596495,52.98627413,26.06957946,54.81227453,55.68364792,24.27547405,43.89355697,47.34003858,39.00511377,56.66586884,50.12016892,102.8271953,60.62167582,76.83755785,61.76853044,56.57617266,24.4172238,27.91463878,37.85422522,49.20105521,60.1963877,40.07766363,62.6027936,64.11327157,41.86514305,49.80637248,51.46268929,31.31682765,39.17,50.38837183,125.395693,44.41066556,119.5458663,15.15830791,75.76143391,50.58680315,70.14570773,47.29226626,53.46427828,100.1505704,34.33902302,48.99933223,116.5117705,16.01172221,48.13817242,29.30704607,54.67075788,100.2826938,45.92728273,385.398608,30.25048701,24.84219743,28.22926346,50.74852504,82.70390776,30.71885317,55.74429722,21.11,155.0936577,67.60546281,47.12023089,48.11910482,29.36416249,91.65491146,51.80642871,70.04458671,176.1678,94.38022896,441.1109023,77.58351532,162.3826077,46.25608802,150.6650108,80.18310138,67.58305682,76.14468688,87.28989902,70.3712399,124.8724889,37.37302314,112.6428346,180.4655906,80.8466013,72.78457966,143.9800315,165.5353372,55.16754684,172.7818723
45219.00,107.7419053,108.3035698,76.14507712,25.67687645,38.75214469,52.11520868,25.77249024,54.12587309,55.79529728,23.79037741,43.50048034,46.33698403,38.10411845,56.08987912,49.6744646,102.1935665,59.98269686,76.34531724,61.04275668,55.99113925,24.07480319,27.43587413,37.40508777,48.87781974,59.43015409,39.61478398,62.0783845,63.19117808,41.64260408,49.32140294,51.2614563,31.28499082,39.26,49.52371188,124.5599788,44.00239591,119.0986239,14.704996,75.04716024,50.14136962,68.37364813,47.24106199,52.88345807,98.98025175,34.03526005,48.61246631,115.0372104,15.76170182,46.21170002,28.77949679,53.97635107,100.5631394,45.10065777,377.3646222,29.92800932,24.98488667,28.00596013,49.57553841,81.6968943,30.78654295,55.88459327,21.4,152.665619,67.17801884,46.40482885,45.20622638,29.18241139,92.08335051,51.31952619,69.37537092,174.4956449,93.74576179,435.6176999,76.83143631,160.7627123,45.70140083,148.6682193,79.32376064,67.41180745,75.47366782,86.23628176,69.72140123,122.777678,36.80157019,111.4794724,177.4138218,80.53533052,72.0274413,143.4089043,162.9676486,54.31214992,169.8735057
45222.00,107.328485,108.7273663,75.52297682,25.48227275,38.83818887,51.88681956,25.74065925,54.31307348,55.95395689,23.89358946,43.14016009,45.99573867,37.94444839,55.5138894,49.44442367,101.6077587,59.77357648,76.41735245,61.00387595,55.81907059,24.08797321,27.48907021,37.32447336,48.68156964,59.29572715,39.64049951,62.15995925,63.44669796,41.46179117,49.66088162,51.02844968,31.03029619,39.14,48.79689627,123.2228362,43.85118492,117.9296948,14.63865767,75.08347924,50.09321464,68.37768471,47.16937601,52.38466209,98.08595166,33.81434152,48.21454708,114.9618679,15.82420692,46.03441728,29.06010811,53.45830155,100.7617884,45.36517776,375.1261875,29.75116672,25.23302327,27.83848262,49.23847329,80.99432677,30.8050038,55.96643263,21.05,153.2027957,66.76767263,45.89579277,44.95919783,29.14833305,92.60492849,51.34387131,69.52408554,173.6538797,92.8264318,434.8522537,76.89112512,159.5239687,45.6049335,147.4134049,79.27087813,65.94107764,75.69734084,85.2742834,70.08824564,120.7916886,36.572989,110.9599125,177.6194374,80.37969512,71.41924819,142.5130186,163.161031,53.94555124,167.39517
45223.00,108.2586805,109.1158465,75.52297682,26.21744227,39.97827417,52.20019067,26.17568276,54.99947492,56.08323509,24.07937115,43.38037359,46.64720709,38.36643354,55.57148837,49.60257681,102.4207165,60.07563926,76.72950503,61.22420012,56.20909287,24.00895307,27.82154566,37.07111377,49.02789335,59.77966416,39.65335728,62.00846328,64.27991497,42.04595596,49.91549063,51.28263872,31.05152074,39.12,48.8846154,124.4571217,44.30481787,119.2815867,14.91506737,75.54351991,50.43029948,69.00133667,47.31274797,52.6750722,98.67111098,34.18714153,48.35824013,116.1673477,15.77211934,45.7507649,30.272349,54.83609283,101.3460502,46.66573436,370.7379691,29.90720431,25.53478494,27.57796206,50.3575295,81.46270512,30.82346465,55.96643263,21.02,154.9969659,67.39307667,46.48737524,45.55618351,29.84125913,92.83467117,51.59949514,69.78433612,174.6890234,94.01767629,438.1054002,77.57157756,160.5959583,46.1716791,148.8537136,79.56173192,67.58305682,75.54822549,86.28209121,70.91626589,119.0913551,36.8244283,111.7957262,178.8423093,81.06209647,73.25623963,142.9497629,164.9014727,54.73429386,166.0711276
45224.00,108.0175187,108.3035698,75.41633105,24.81197114,37.88094744,50.787365,25.8679832,54.28811343,55.7541633,23.47042006,43.14016009,45.49938178,37.83039835,55.19133515,49.61695437,102.5044033,59.78519428,76.48938766,61.02979644,55.53228951,23.82457274,27.46247217,36.84078688,48.7623785,58.91933169,39.5247796,62.2764946,62.64680963,41.61478671,49.55176347,50.43534192,30.54213147,39.29,48.80942758,124.0071218,44.12336469,117.0047162,14.60548851,74.87767158,50.30991204,67.15056371,46.35010764,51.88586611,97.47871085,33.98003042,47.80557453,115.9520834,15.49084641,45.58530101,29.47541286,53.28194427,100.3995461,45.96034773,365.5740555,29.47029907,25.31924089,27.78265679,50.20922084,80.65475246,30.70039232,55.91966728,20.94,148.9913303,67.61312624,46.14343194,43.88874073,30.04572912,92.21995427,51.1491103,69.16469187,174.1088879,91.99773999,431.9255475,76.81949855,159.7621886,45.677284,145.6457535,79.27087813,65.98137161,73.87600339,85.2742834,67.84525408,118.8737124,36.68727959,110.3612892,176.7320437,81.33745139,73.66583907,141.6731258,161.5709979,54.36769518,165.8108457
45225.00,107.4318401,109.0334417,74.82977933,24.84440509,37.38619344,50.18186828,26.02713815,54.08843301,56.02447227,23.1298203,43.02005335,45.20984026,38.02428342,54.96093926,49.1568725,101.4523404,59.5063671,76.18924095,60.64098907,55.08491101,23.75872262,27.4092761,36.64500902,48.48531954,58.46228006,39.25476647,63.60499767,61.2914433,42.40758178,49.33352718,50.0964232,30.26621229,39.36,48.78436497,123.0042648,43.86630602,116.9437286,14.71605239,74.41763091,50.32195078,66.46838132,45.69469295,52.12972193,97.73264791,34.57374895,47.2308023,116.2965062,15.62627411,46.94446866,29.52031067,52.74185009,101.3577355,45.97136939,361.0085353,29.58472663,25.43419772,27.50352762,50.42494252,80.33859707,30.86038635,56.00735232,20.85,147.6806192,67.48572912,46.34979792,44.31074786,29.33008416,92.79120634,50.77176085,68.86726263,172.391232,93.7587101,426.6237067,75.99579297,159.2142828,45.50846616,145.7221335,78.87425933,66.66636906,74.52572025,85.8698062,66.36739516,117.948731,36.60727618,109.8982032,173.3556186,80.81068544,74.29885639,140.2733044,159.0462832,54.42324043,165.0413168
45226.00,106.8002258,108.9981253,74.17213044,24.04436767,36.67632901,49.54450331,26.17568276,54.07595299,56.1126165,23.05757186,42.86719021,45.2615441,38.45767357,54.24671201,48.66544755,101.8349087,59.5528383,75.75702969,60.35586367,54.90137112,23.56117227,27.32948199,36.25345329,48.03509871,58.42195198,38.84331788,63.54672999,60.70263661,41.6286954,48.90917882,49.55627149,30.98784708,39.81,48.65905193,120.5614081,43.63948955,114.260274,14.25168409,74.21182325,49.80428478,66.44012524,45.55132099,51.44027504,96.72794039,34.32521561,47.48502848,115.4354493,15.3554187,45.93986649,29.73357527,53.20478796,101.3811059,46.20282438,361.1082676,29.39748153,25.39108891,27.89430846,50.61369899,79.4486782,30.90961528,56.048272,21.18,148.5938196,66.57078617,45.40051444,42.14924796,28.71667419,92.7166952,50.61351753,68.38394011,170.8100785,92.25670618,424.7326043,76.28229926,157.0107486,45.55669983,144.107242,78.43797865,64.59122974,74.32334943,85.83544911,66.12632597,115.1193762,35.94439076,108.9268522,174.362053,79.70926573,72.8962886,137.8992072,160.7115206,54.85649342,162.8458961
45229.00,107.7763569,108.7391385,74.18990474,24.24978268,36.88068392,49.49138957,26.56826495,54.68747427,56.0479774,23.25367476,43.03097214,45.33392948,38.01287842,54.4771079,49.28621712,101.9664166,60.13372825,76.63345809,61.05571693,55.48640453,23.92993293,27.66195744,36.64500902,48.64693727,58.90588899,39.33191307,64.03617849,62.15798899,41.0584393,49.6851301,50.22351772,30.5315192,39.58,48.79689627,122.0014079,44.00239591,114.8904793,14.21851493,75.19243624,50.46641571,67.32211846,45.53083928,51.85482992,97.34622194,34.20094894,47.89400103,115.9413202,15.65752666,46.62535973,29.89071761,52.96229669,101.0305489,46.79799435,360.9420472,29.7095567,25.14680565,27.44770178,50.86986849,80.49082004,30.85423273,55.98396964,21.34,148.2177959,67.11511932,45.78573092,42.56096223,29.26192749,92.48074326,51.30735362,69.44972823,172.7893641,92.83938011,429.8430835,77.03437826,158.618733,45.96668601,145.2856763,79.25765751,65.66909336,75.34585466,86.71728094,67.48889094,115.5002509,36.58441806,110.2822257,176.2342374,80.95434888,73.4548333,138.6719087,162.1833756,55.30085545,162.2800661
45230.00,107.9486154,108.6685057,74.58093921,24.88765035,37.73037013,49.92692229,26.41972033,54.36299359,56.03622484,23.50138368,43.28210443,46.11982789,37.46543822,54.99549865,49.40170914,104.8835001,60.08725706,76.90959306,61.21123988,55.30286464,23.94310295,27.58216333,36.55287826,48.39296655,58.50260815,39.21619316,63.86137546,61.04703297,41.40615643,49.89124216,50.70012217,29.72498619,39.37,48.33323804,122.7599792,44.47114995,115.5511783,14.38436075,75.49509458,50.71922934,68.1072337,46.35010764,52.31815596,98.14115537,34.24237116,47.79452122,118.2446476,15.54293399,46.88537441,29.23969935,52.62060446,101.2175126,46.08158605,359.4793077,29.95921684,25.62100256,27.3174415,50.55976857,81.22851595,30.78038934,55.98981531,20.98,149.2814057,67.61312624,46.18470514,43.2094122,30.48874744,92.45590621,51.41690669,69.57365708,174.1543887,94.41907389,432.4433494,77.40444889,159.9527646,45.7496345,146.5841363,79.36342252,66.71673652,76.28315113,87.10666123,67.83477281,115.8811255,36.98443513,111.0954499,177.4895749,81.24167577,74.08785061,139.4670072,163.4081308,54.94536582,164.3396875
45231.00,108.5802296,109.8652425,75.06084516,25.10387668,37.97774713,49.81007205,26.46216165,55.11179515,56.34696263,23.84198344,43.75161263,46.1508502,37.24874315,55.32957269,49.56051066,105.9236078,60.62167582,77.56991582,61.74260995,56.05996671,24.14065331,28.08752602,36.93291763,48.99326098,59.20162828,39.39620192,65.84247652,62.49127579,42.64402943,50.31559051,50.79544306,29.83110895,39.24,48.5462702,123.1585505,44.86429851,117.1063622,14.22957132,76.19726191,51.29708906,68.66831863,46.96455892,52.63960226,98.5717443,35.16746748,47.97137421,119.0088357,15.45959386,47.074476,29.14990373,52.09153261,102.5187045,46.07056439,361.9947763,30.33370705,26.03772105,27.35465873,50.95076412,81.94279293,31.0585328,56.20572158,20.97,152.9986685,68.00689916,46.32228246,42.73594079,30.76137409,93.5181867,51.94032691,70.04458671,175.0075291,95.00174782,437.2048752,78.59822509,160.6316913,46.07521176,147.4352278,80.15666013,68.0968049,78.6263923,87.15247068,68.83049336,115.6090722,37.22444537,111.4568828,180.9201094,81.15787209,74.93187371,139.7581701,165.4279025,55.16754684,164.0341393
